"","R","Pvalues"
"TCGA-UCEC",-0.0892313382540334,0.0362614246268122
"TCGA-BRCA",0.102566796191328,0.000649678086628341
"TCGA-LGG",0.386787112720895,1.10854735791207e-19
"TCGA-CESC",0.146565308357827,0.0105046764629098
"TCGA-STAD",0.0562594988373001,0.277176375265375
"TCGA-ESCA",0.0818158366091967,0.302180560449327
"TCGA-THCA",0.0380786070813912,0.394576787421867
"TCGA-OV",0.0123143238652583,0.812377894587252
"TCGA-ACC",0.0399161820445595,0.726888816182071
"TCGA-GBM",0.0562273546385349,0.485688174588855
"TCGA-HNSC",-0.028042759693628,0.531571586314751
"TCGA-PRAD",-0.0180513814317301,0.687791834139114
"TCGA-LIHC",0.114745615671681,0.0271049701655523
"TCGA-BLCA",0.061923425839817,0.208625933704823
"TCGA-COAD",-0.0443439287940043,0.333324991257349
"TCGA-LUSC",0.0527452044576103,0.238139315644406
"TCGA-TGCT",-0.0914139058986806,0.265900676046947
"TCGA-KIRP",0.194060448763461,0.000931230678053358
"TCGA-KIRC",0.120394170423213,0.00517067294345173
"TCGA-PAAD",-0.0160025113041165,0.832571515727556
"TCGA-MESO",0.0876808519721491,0.422108768178588
"TCGA-LUAD",0.00586570804454026,0.892529952010878
"TCGA-THYM",0.077924017983489,0.399586489568402
"TCGA-SARC",-0.141951630135202,0.0223111692111414
"TCGA-CHOL",0.314292411901179,0.0619264328341433
"TCGA-UCS",0.0774608962182258,0.570412566764227
"TCGA-PCPG",0.0754159637829305,0.317063119124145
"TCGA-READ",0.00940187418686126,0.904307294369924
"TCGA-KICH",-0.0217731843187789,0.863315420396616
"TCGA-UVM",-0.139586637718811,0.216864976035189
"TCGA-SKCM",-0.0978462056530752,0.325472982914674
"TCGA-DLBC",0.15085426525332,0.306085206277446
